WAVE,Q2. What is your age?,Q3. Do you identify as…,Q4. Where do you currently live?,Q5. What is your **annual household** income before tax?,Q6. How many children (under 18) are in the household?,Q8. How important is it that businesses act responsibly when it comes to society and the environment?,Q16. Are you aware of the UN's Sustainable Development Goals (SDGs)?,Q17. How much do you know about the UN's SDGs?,"Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... No poverty","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Zero hunger","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Good health","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Quality education","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Gender equality","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Clean water and sanitation","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Affordable and clean energy","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Decent work and economic growth","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Industry, innovation, and infrastructure","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Reduced inequalities","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Sustainable cities and communities","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Responsible consumption and production","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Climate action","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Life below water","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Life on land","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Peace, justice and strong institutions","Q18. Below are the UN's global Sustainable Development Goals. Pick up to three that are most important to you, personally.... Partnerships for the goals",Q19. In the last 3 months have you stopped / started or switched buying any company / brand because of their social or environmental behaviour?
JUL-SEP,45-54 years,Male,Perth,"$150,000 to $199,999",0,Somewhat important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
JUL-SEP,45-54 years,Female,Adelaide,Prefer not to answer,0,Very important,No,<not-asked>,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Don't Know
JUL-SEP,18-24 years,Female,Sydney,Prefer not to answer,0,Very important,Yes,I have heard of the SDGs overall but have little to no knowledge of any of the specific goals,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Don't Know
JUL-SEP,65 years or over,Male,Regional / Rural New South Wales,"$150,000 to $199,999",0,Neither important nor unimportant,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Male,Hobart,Prefer not to answer,0,Not very important,No,<not-asked>,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Melbourne,"$75,000 to $99,999",0,Very important,No,<not-asked>,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
JUL-SEP,18-24 years,Female,Brisbane,"$20,000 to $34,999",0,Very important,Yes,I am familiar with the SDGs,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
JUL-SEP,65 years or over,Male,Brisbane,"$100,000 to $149,999",0,Very important,No,<not-asked>,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
JUL-SEP,45-54 years,Female,Brisbane,"$100,000 to $149,999",1,Important,No,<not-asked>,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Perth,"$50,000 to $74,999",0,Neither important nor unimportant,Yes,I have heard of the SDGs overall but have little to no knowledge of any of the specific goals,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Female,Sydney,"$35,000 to $49,999",3,Important,No,<not-asked>,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Adelaide,"$20,000 to $34,999",0,Important,No,<not-asked>,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,45-54 years,Female,Regional / Rural Tasmania,"$150,000 to $199,999",1,Very important,No,<not-asked>,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Regional / Rural New South Wales,"$50,000 to $74,999",0,Very important,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
JUL-SEP,35-44 years,Male,Hobart,"$150,000 to $199,999",1,Important,No,<not-asked>,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Hobart,"$50,000 to $74,999",0,Neither important nor unimportant,No,<not-asked>,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
JUL-SEP,25-34 years,Female,Melbourne,"$100,000 to $149,999",0,Somewhat important,No,<not-asked>,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
JUL-SEP,45-54 years,Female,Regional / Rural Queensland,"$75,000 to $99,999",2,Very important,No,<not-asked>,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
JUL-SEP,55-64 years,Female,Regional / Rural Tasmania,"$50,000 to $74,999",0,Very important,No,<not-asked>,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Regional / Rural South Australia,"$50,000 to $74,999",0,Neither important nor unimportant,Yes,I am familiar with the SDGs,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
JUL-SEP,65 years or over,Male,Adelaide,"$50,000 to $74,999",0,Important,No,<not-asked>,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
JUL-SEP,25-34 years,Female,Regional / Rural Victoria,"$20,000 to $34,999",1,Very important,No,<not-asked>,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Don't Know
JUL-SEP,45-54 years,Male,Adelaide,"$100,000 to $149,999",2,Important,Yes,I am familiar with the SDGs,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Adelaide,"$75,000 to $99,999",0,Very important,No,<not-asked>,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,45-54 years,Female,Regional / Rural Victoria,"$20,000 to $34,999",0,Important,No,<not-asked>,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,55-64 years,Female,Perth,"$100,000 to $149,999",0,Important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No
JUL-SEP,55-64 years,Female,Regional / Rural Queensland,"$50,000 to $74,999",0,Very important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
JUL-SEP,65 years or over,Female,Regional / Rural Queensland,"$20,000 to $34,999",0,Very important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
JUL-SEP,45-54 years,Male,Regional / Rural New South Wales,"$100,000 to $149,999",1,Neither important nor unimportant,No,<not-asked>,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
JUL-SEP,55-64 years,Male,Regional / Rural New South Wales,"$20,000 to $34,999",0,Neither important nor unimportant,No,<not-asked>,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,25-34 years,Female,Regional / Rural New South Wales,"$100,000 to $149,999",1,Important,No,<not-asked>,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Regional / Rural Western Australia,"$50,000 to $74,999",0,Very important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
JUL-SEP,45-54 years,Female,Adelaide,"$50,000 to $74,999",1,Neither important nor unimportant,No,<not-asked>,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Female,Adelaide,"$100,000 to $149,999",0,Neither important nor unimportant,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Female,Regional / Rural Western Australia,"$75,000 to $99,999",0,Somewhat important,No,<not-asked>,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No
JUL-SEP,45-54 years,Female,Regional / Rural New South Wales,"$50,000 to $74,999",2,Important,No,<not-asked>,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Don't Know
JUL-SEP,65 years or over,Male,Regional / Rural Queensland,"$50,000 to $74,999",0,Somewhat important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
JUL-SEP,65 years or over,Male,Regional / Rural Victoria,"$20,000 to $34,999",0,Important,No,<not-asked>,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,25-34 years,Female,Regional / Rural New South Wales,Prefer not to answer,2,Important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Regional / Rural New South Wales,"$20,000 to $34,999",0,Important,No,<not-asked>,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
JUL-SEP,18-24 years,Female,Regional / Rural New South Wales,"$75,000 to $99,999",0,Important,No,<not-asked>,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Regional / Rural Tasmania,"$75,000 to $99,999",0,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,18-24 years,Male,Regional / Rural New South Wales,"$50,000 to $74,999",0,Very important,Yes,I know a lot about the SDGs,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Female,Regional / Rural Queensland,"$50,000 to $74,999",0,Somewhat important,No,<not-asked>,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Don't Know
JUL-SEP,25-34 years,Female,Regional / Rural New South Wales,"$200,000 +",1,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
JUL-SEP,55-64 years,Male,Regional / Rural Victoria,"$100,000 to $149,999",0,Somewhat important,No,<not-asked>,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
JUL-SEP,35-44 years,Female,Perth,"$100,000 to $149,999",1,Very important,No,<not-asked>,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Regional / Rural Victoria,"$100,000 to $149,999",2,Very important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
JUL-SEP,65 years or over,Male,Regional / Rural New South Wales,"$100,000 to $149,999",0,Important,No,<not-asked>,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
JUL-SEP,35-44 years,Female,Regional / Rural Victoria,"$100,000 to $149,999",0,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Don't Know
JUL-SEP,18-24 years,Male,Regional / Rural Western Australia,"$100,000 to $149,999",2,Somewhat important,No,<not-asked>,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
JUL-SEP,25-34 years,Male,Regional / Rural South Australia,"$150,000 to $199,999",2,Very important,Yes,I know a lot about the SDGs,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Female,Perth,"$75,000 to $99,999",0,Important,No,<not-asked>,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Hobart,"$200,000 +",2,Very important,Yes,I know a lot about the SDGs,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
JUL-SEP,25-34 years,Female,Regional / Rural Northern Territory,"$150,000 to $199,999",3,Important,No,<not-asked>,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,35-44 years,Female,Perth,"$100,000 to $149,999",1,Very important,Yes,I am familiar with the SDGs,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
JUL-SEP,18-24 years,Female,Perth,"$200,000 +",0,Important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
JUL-SEP,25-34 years,Female,Regional / Rural Western Australia,"$150,000 to $199,999",0,Important,No,<not-asked>,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Female,Perth,"$150,000 to $199,999",1,Somewhat important,No,<not-asked>,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Female,Perth,Prefer not to answer,0,Very important,Yes,I know a lot about the SDGs,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Don't Know
JUL-SEP,25-34 years,Male,Regional / Rural New South Wales,"$50,000 to $74,999",2,Very important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
JUL-SEP,35-44 years,Female,Perth,"$100,000 to $149,999",1,Somewhat important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Don't Know
JUL-SEP,25-34 years,Female,Perth,"$200,000 +",0,Important,No,<not-asked>,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
JUL-SEP,18-24 years,Female,Perth,"$20,000 to $34,999",3,Somewhat important,No,<not-asked>,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Perth,"Less than $20,000",0,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Male,Regional / Rural Queensland,"$100,000 to $149,999",1,Important,No,<not-asked>,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
JUL-SEP,35-44 years,Female,Sydney,"$35,000 to $49,999",1,Neither important nor unimportant,Yes,I am familiar with the SDGs,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Don't Know
JUL-SEP,35-44 years,Female,Regional / Rural New South Wales,"$50,000 to $74,999",0,Very important,No,<not-asked>,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
JUL-SEP,35-44 years,Female,Regional / Rural Western Australia,"$50,000 to $74,999",1,Important,No,<not-asked>,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Male,Regional / Rural Queensland,"$100,000 to $149,999",2,Somewhat unimportant,No,<not-asked>,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Male,Regional / Rural Queensland,"$50,000 to $74,999",2,Very important,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes
JUL-SEP,45-54 years,Male,Regional / Rural Western Australia,"$50,000 to $74,999",0,Very important,Yes,I am familiar with the SDGs,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Regional / Rural South Australia,"$35,000 to $49,999",0,Somewhat important,No,<not-asked>,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Female,Perth,"$20,000 to $34,999",0,Very important,No,<not-asked>,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
JUL-SEP,18-24 years,Male,Regional / Rural Queensland,"Less than $20,000",0,Very important,No,<not-asked>,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Male,Regional / Rural Queensland,"Less than $20,000",2,Important,No,<not-asked>,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
JUL-SEP,18-24 years,Male,Regional / Rural Queensland,"$20,000 to $34,999",0,Somewhat important,No,<not-asked>,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Female,Regional / Rural Queensland,"$100,000 to $149,999",0,Very important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Don't Know
JUL-SEP,18-24 years,Female,Regional / Rural Queensland,"$150,000 to $199,999",0,Important,Yes,I am familiar with the SDGs,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Don't Know
JUL-SEP,55-64 years,Female,Regional / Rural Victoria,"$35,000 to $49,999",0,Very important,No,<not-asked>,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Perth,"$75,000 to $99,999",1,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,25-34 years,Male,Brisbane,"$50,000 to $74,999",0,Neither important nor unimportant,No,<not-asked>,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Female,ACT / Canberra,"$75,000 to $99,999",1,Somewhat important,No,<not-asked>,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
JUL-SEP,35-44 years,Male,Perth,"$100,000 to $149,999",0,Very important,No,<not-asked>,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
JUL-SEP,35-44 years,Male,Perth,"$75,000 to $99,999",2,Somewhat important,Yes,I have heard of the SDGs overall but have little to no knowledge of any of the specific goals,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,25-34 years,Male,ACT / Canberra,"$100,000 to $149,999",0,Neither important nor unimportant,No,<not-asked>,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Don't Know
JUL-SEP,45-54 years,Male,Perth,"$50,000 to $74,999",1,Important,No,<not-asked>,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes
JUL-SEP,18-24 years,Female,Perth,"$100,000 to $149,999",0,Very important,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
JUL-SEP,35-44 years,Male,ACT / Canberra,"$150,000 to $199,999",3,Somewhat important,Yes,I have heard of the SDGs overall but have little to no knowledge of any of the specific goals,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,65 years or over,Female,ACT / Canberra,"$35,000 to $49,999",0,Somewhat important,No,<not-asked>,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Sydney,"Less than $20,000",0,Somewhat important,No,<not-asked>,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Don't Know
JUL-SEP,25-34 years,Female,Darwin,"$100,000 to $149,999",3,Important,No,<not-asked>,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
JUL-SEP,25-34 years,Male,Adelaide,"$50,000 to $74,999",1,Somewhat important,No,<not-asked>,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,18-24 years,Female,Adelaide,"$150,000 to $199,999",0,Somewhat important,No,<not-asked>,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,65 years or over,Male,Melbourne,Prefer not to answer,0,Somewhat important,No,<not-asked>,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
JUL-SEP,65 years or over,Male,Brisbane,"$200,000 +",0,Important,No,<not-asked>,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No
JUL-SEP,45-54 years,Male,Sydney,"$100,000 to $149,999",2,Important,No,<not-asked>,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No
JUL-SEP,45-54 years,Female,Melbourne,"$75,000 to $99,999",0,Important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
JUL-SEP,65 years or over,Male,Regional / Rural Victoria,"$50,000 to $74,999",0,Somewhat important,No,<not-asked>,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Adelaide,"$50,000 to $74,999",1,Important,No,<not-asked>,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
JUL-SEP,45-54 years,Male,Sydney,"$100,000 to $149,999",0,Important,No,<not-asked>,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Male,Brisbane,"$150,000 to $199,999",4 or more,Very important,Yes,I am familiar with the SDGs,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
JUL-SEP,65 years or over,Male,Perth,"$75,000 to $99,999",0,Neither important nor unimportant,Yes,I am familiar with the SDGs,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,18-24 years,Female,Melbourne,"$100,000 to $149,999",0,Important,No,<not-asked>,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Don't Know
JUL-SEP,65 years or over,Male,Regional / Rural New South Wales,"$50,000 to $74,999",0,Somewhat unimportant,No,<not-asked>,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Sydney,"$100,000 to $149,999",0,Important,No,<not-asked>,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Brisbane,"$100,000 to $149,999",1,Very important,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
JUL-SEP,65 years or over,Male,Melbourne,"$35,000 to $49,999",0,Important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Adelaide,"$50,000 to $74,999",0,Somewhat important,No,<not-asked>,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,65 years or over,Male,Sydney,"$200,000 +",0,Important,No,<not-asked>,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Melbourne,"$50,000 to $74,999",1,Important,No,<not-asked>,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
JUL-SEP,25-34 years,Male,Regional / Rural Queensland,"$200,000 +",0,Very important,Yes,I know a lot about the SDGs,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Melbourne,"$100,000 to $149,999",2,Important,No,<not-asked>,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
JUL-SEP,65 years or over,Male,Adelaide,"$35,000 to $49,999",0,Very important,No,<not-asked>,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Male,Adelaide,"$50,000 to $74,999",0,Important,No,<not-asked>,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Male,Brisbane,"$200,000 +",0,Very important,No,<not-asked>,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Don't Know
JUL-SEP,55-64 years,Male,Brisbane,"$75,000 to $99,999",0,Important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Female,Regional / Rural Queensland,"$75,000 to $99,999",2,Somewhat important,No,<not-asked>,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Brisbane,"$100,000 to $149,999",4 or more,Very important,Yes,I have heard of the SDGs overall but have little to no knowledge of any of the specific goals,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Don't Know
JUL-SEP,18-24 years,Female,Brisbane,"$100,000 to $149,999",0,Very important,Yes,I know a little about the SDGs overall and have some knowledge of the specific goals,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
JUL-SEP,35-44 years,Male,Sydney,"$50,000 to $74,999",0,Somewhat important,No,<not-asked>,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
JUL-SEP,35-44 years,Male,Sydney,"$150,000 to $199,999",0,Very important,No,<not-asked>,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,25-34 years,Male,Adelaide,"$75,000 to $99,999",1,Important,Yes,I am familiar with the SDGs,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
JUL-SEP,18-24 years,Female,Melbourne,"$100,000 to $149,999",0,Important,No,<not-asked>,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
JUL-SEP,45-54 years,Male,Sydney,"$200,000 +",2,Important,Yes,I am familiar with the SDGs,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Regional / Rural Victoria,"$50,000 to $74,999",2,Very important,No,<not-asked>,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
JUL-SEP,45-54 years,Male,Regional / Rural New South Wales,"$75,000 to $99,999",0,Somewhat unimportant,No,<not-asked>,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
JUL-SEP,45-54 years,Male,Melbourne,"$100,000 to $149,999",0,Very important,No,<not-asked>,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No
JUL-SEP,35-44 years,Male,Adelaide,"$100,000 to $149,999",1,Important,No,<not-asked>,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Melbourne,"$100,000 to $149,999",1,Important,No,<not-asked>,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
JUL-SEP,55-64 years,Male,Perth,"$100,000 to $149,999",0,Somewhat important,No,<not-asked>,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
